primaryTitle,Genres,TotalGross,Year,Distributor,Release Month,CPI,Gas,Unemploy,Per Savings
Eragon,Family,"$75,030,163 ",2006,Twentieth Century Fox,12/1/2006,203.1,2.46,4.4,3.5
Eragon,Adventure,"$75,030,163 ",2006,Twentieth Century Fox,12/1/2006,203.1,2.46,4.4,3.5
Eternal Sunshine of the Spotless Mind,Drama,"$34,400,301 ",2004,Focus Features,3/1/2004,187.1,1.54,5.8,4.7
Eternal Sunshine of the Spotless Mind,Romance,"$34,400,301 ",2004,Focus Features,3/1/2004,187.1,1.54,5.8,4.7
EuroTrip,Comedy,"$17,771,387 ",2004,DreamWorks Distribution,2/1/2004,186.7,1.56,5.6,4.9
Evan Almighty,Comedy,"$100,462,298 ",2007,Universal Pictures,6/1/2007,207.234,2.56,4.6,3.5
Evan Almighty,Family,"$100,462,298 ",2007,Universal Pictures,6/1/2007,207.234,2.56,4.6,3.5
Evening,Drama,"$12,492,481 ",2007,Focus Features,6/1/2007,207.234,2.56,4.6,3.5
Evening,Romance,"$12,492,481 ",2007,Focus Features,6/1/2007,207.234,2.56,4.6,3.5
Everybody's Fine,Adventure,"$9,208,876 ",2009,Miramax,12/1/2009,217.347,2.79,9.9,5.6
Everybody's Fine,Drama,"$9,208,876 ",2009,Miramax,12/1/2009,217.347,2.79,9.9,5.6
Everyone's Hero,Adventure,"$14,523,101 ",2006,Twentieth Century Fox,9/1/2006,202.8,2.53,4.5,3.2
Everyone's Hero,Comedy,"$14,523,101 ",2006,Twentieth Century Fox,9/1/2006,202.8,2.53,4.5,3.2
Everyone's Hero,Animation,"$14,523,101 ",2006,Twentieth Century Fox,9/1/2006,202.8,2.53,4.5,3.2
Evolution,Comedy,"$38,345,494 ",2001,DreamWorks Distribution,6/1/2001,177.7,1.32,4.5,4.4
Evolution,Sci-Fi,"$38,345,494 ",2001,DreamWorks Distribution,6/1/2001,177.7,1.32,4.5,4.4
Exit Wounds,Action,"$51,758,599 ",2001,Warner Bros.,3/1/2001,176.1,1.39,4.3,5.3
Exit Wounds,Crime,"$51,758,599 ",2001,Warner Bros.,3/1/2001,176.1,1.39,4.3,5.3
Exorcist: The Beginning,Horror,"$41,821,986 ",2004,Warner Bros.,8/1/2004,189.2,1.61,5.4,5
Exorcist: The Beginning,Mystery,"$41,821,986 ",2004,Warner Bros.,8/1/2004,189.2,1.61,5.4,5
Expelled: No Intelligence Allowed,Documentary,"$7,720,487 ",2008,Rocky Mountain Pictures,4/1/2008,213.942,3.88,5,2.9
Extract,Comedy,"$10,823,158 ",2009,Miramax,9/1/2009,215.861,2.55,9.8,5.6
Extract,Crime,"$10,823,158 ",2009,Miramax,9/1/2009,215.861,2.55,9.8,5.6
Extreme Ops,Action,"$4,842,259 ",2002,Paramount Pictures,11/1/2002,181.5,1.22,5.9,5.8
Extreme Ops,Thriller,"$4,842,259 ",2002,Paramount Pictures,11/1/2002,181.5,1.22,5.9,5.8
Extreme Ops,Adventure,"$4,842,259 ",2002,Paramount Pictures,11/1/2002,181.5,1.22,5.9,5.8
Facing the Giants,Drama,"$10,178,331 ",2006,IDP Distribution,9/1/2006,202.8,2.53,4.5,3.2
Facing the Giants,Fantasy,"$10,178,331 ",2006,IDP Distribution,9/1/2006,202.8,2.53,4.5,3.2
Fahrenheit 9/11,Documentary,"$119,194,771 ",2004,Lionsgate,6/1/2004,188.9,1.54,5.6,5.6
Fahrenheit 9/11,Drama,"$119,194,771 ",2004,Lionsgate,6/1/2004,188.9,1.54,5.6,5.6
Failure to Launch,Comedy,"$88,715,192 ",2006,Paramount Pictures,3/1/2006,199.7,2.43,4.7,4.1
Failure to Launch,Romance,"$88,715,192 ",2006,Paramount Pictures,3/1/2006,199.7,2.43,4.7,4.1
Fame,Family,"$22,455,510 ",2009,Metro-Goldwyn-Mayer (MGM),9/1/2009,215.861,2.55,9.8,5.6
Fame,Music,"$22,455,510 ",2009,Metro-Goldwyn-Mayer (MGM),9/1/2009,215.861,2.55,9.8,5.6
Fantastic 4: Rise of the Silver Surfer,Action,"$131,921,738 ",2007,Twentieth Century Fox,6/1/2007,207.234,2.56,4.6,3.5
Fantastic 4: Rise of the Silver Surfer,Fantasy,"$131,921,738 ",2007,Twentieth Century Fox,6/1/2007,207.234,2.56,4.6,3.5
Fantastic 4: Rise of the Silver Surfer,Adventure,"$131,921,738 ",2007,Twentieth Century Fox,6/1/2007,207.234,2.56,4.6,3.5
Fantastic Four,Action,"$154,696,080 ",2005,Twentieth Century Fox,7/1/2005,194.9,2.17,5,2.1
Fantastic Four,Fantasy,"$154,696,080 ",2005,Twentieth Century Fox,7/1/2005,194.9,2.17,5,2.1
Fantastic Four,Adventure,"$154,696,080 ",2005,Twentieth Century Fox,7/1/2005,194.9,2.17,5,2.1
Fantastic Mr. Fox,Adventure,"$21,002,919 ",2009,Twentieth Century Fox,11/1/2009,217.234,2.79,9.9,5.6
Fantastic Mr. Fox,Comedy,"$21,002,919 ",2009,Twentieth Century Fox,11/1/2009,217.234,2.79,9.9,5.6
Fantastic Mr. Fox,Animation,"$21,002,919 ",2009,Twentieth Century Fox,11/1/2009,217.234,2.79,9.9,5.6
Far from Heaven,Drama,"$15,901,849 ",2002,Focus Features,11/1/2002,181.5,1.22,5.9,5.8
Far from Heaven,Romance,"$15,901,849 ",2002,Focus Features,11/1/2002,181.5,1.22,5.9,5.8
Fast & Furious,Action,"$155,064,265 ",2009,Universal Pictures,4/1/2009,212.709,2.35,9,6.6
Fast & Furious,Crime,"$155,064,265 ",2009,Universal Pictures,4/1/2009,212.709,2.35,9,6.6
Fat Albert,Comedy,"$48,116,322 ",2004,Twentieth Century Fox,12/1/2004,191.7,1.9,5.4,6.6
Fat Albert,Family,"$48,116,322 ",2004,Twentieth Century Fox,12/1/2004,191.7,1.9,5.4,6.6
Feardotcom,Crime,"$13,258,249 ",2002,Warner Bros.,8/1/2002,180.5,1.14,5.7,5.4
Feardotcom,Horror,"$13,258,249 ",2002,Warner Bros.,8/1/2002,180.5,1.14,5.7,5.4
Fearless,Action,"$24,633,730 ",2006,Rogue Pictures,9/1/2006,202.8,2.53,4.5,3.2
Fearless,Drama,"$24,633,730 ",2006,Rogue Pictures,9/1/2006,202.8,2.53,4.5,3.2
Feel the Noise,Drama,"$5,898,393 ",2007,-,10/1/2007,209.19,2.81,4.7,3
Feel the Noise,Music,"$5,898,393 ",2007,-,10/1/2007,209.19,2.81,4.7,3
Femme Fatale,Crime,"$6,630,252 ",2002,Warner Bros.,11/1/2002,181.5,1.22,5.9,5.8
Femme Fatale,Drama,"$6,630,252 ",2002,Warner Bros.,11/1/2002,181.5,1.22,5.9,5.8
Fever Pitch,Comedy,"$42,071,069 ",2005,Twentieth Century Fox,4/1/2005,193.7,2.12,5.2,2.7
Fever Pitch,Documentary,"$42,071,069 ",2005,Twentieth Century Fox,4/1/2005,193.7,2.12,5.2,2.7
Fighting,Comedy,"$23,091,010 ",2009,Universal Pictures,4/1/2009,212.709,2.35,9,6.6
Final Destination 2,Horror,"$46,961,214 ",2003,New Line Cinema,1/1/2003,182.6,1.4,5.8,5.4
Final Destination 2,Thriller,"$46,961,214 ",2003,New Line Cinema,1/1/2003,182.6,1.4,5.8,5.4
Final Destination 3,Horror,"$54,098,051 ",2006,New Line Cinema,2/1/2006,199.4,2.42,4.8,3.9
Final Destination 3,Thriller,"$54,098,051 ",2006,New Line Cinema,2/1/2006,199.4,2.42,4.8,3.9
Final Fantasy: The Spirits Within,Action,"$32,131,830 ",2001,Sony Pictures Entertainment (SPE),7/1/2001,177.4,1.26,4.6,5.6
Final Fantasy: The Spirits Within,Animation,"$32,131,830 ",2001,Sony Pictures Entertainment (SPE),7/1/2001,177.4,1.26,4.6,5.6
Final Fantasy: The Spirits Within,Adventure,"$32,131,830 ",2001,Sony Pictures Entertainment (SPE),7/1/2001,177.4,1.26,4.6,5.6
Finding Nemo,Adventure,"$339,714,978 ",2003,Walt Disney Studios Motion Pictures,5/1/2003,182.9,1.37,6.1,5.5
Finding Nemo,Comedy,"$339,714,978 ",2003,Walt Disney Studios Motion Pictures,5/1/2003,182.9,1.37,6.1,5.5
Finding Nemo,Animation,"$339,714,978 ",2003,Walt Disney Studios Motion Pictures,5/1/2003,182.9,1.37,6.1,5.5
Finding Neverland,Biography,"$51,680,613 ",2004,Miramax,11/1/2004,191.7,1.96,5.4,3.8
Finding Neverland,Drama,"$51,680,613 ",2004,Miramax,11/1/2004,191.7,1.96,5.4,3.8
Fired Up!,Comedy,"$17,231,291 ",2009,Screen Gems,2/1/2009,212.705,2.45,8.3,5.6
Fired Up!,Sport,"$17,231,291 ",2009,Screen Gems,2/1/2009,212.705,2.45,8.3,5.6
Firehouse Dog,Action,"$13,932,383 ",2007,Twentieth Century Fox,4/1/2007,205.904,2.56,4.5,3.8
Firehouse Dog,Family,"$13,932,383 ",2007,Twentieth Century Fox,4/1/2007,205.904,2.56,4.5,3.8
Firehouse Dog,Comedy,"$13,932,383 ",2007,Twentieth Century Fox,4/1/2007,205.904,2.56,4.5,3.8
Fireproof,Drama,"$33,456,317 ",2008,The Samuel Goldwyn Company,9/1/2008,218.877,3.95,6.1,4.3
Fireproof,Fantasy,"$33,456,317 ",2008,The Samuel Goldwyn Company,9/1/2008,218.877,3.95,6.1,4.3
Firewall,Action,"$48,751,189 ",2006,Warner Bros.,2/1/2006,199.4,2.42,4.8,3.9
Firewall,Crime,"$48,751,189 ",2006,Warner Bros.,2/1/2006,199.4,2.42,4.8,3.9
First Daughter,Comedy,"$9,055,921 ",2004,Twentieth Century Fox,9/1/2004,189.8,1.67,5.4,4.4
First Daughter,Drama,"$9,055,921 ",2004,Twentieth Century Fox,9/1/2004,189.8,1.67,5.4,4.4
First Sunday,Comedy,"$37,931,869 ",2008,Screen Gems,1/1/2008,212.174,3.34,5,3.2
First Sunday,Crime,"$37,931,869 ",2008,Screen Gems,1/1/2008,212.174,3.34,5,3.2
Flags of Our Fathers,Action,"$33,602,376 ",2006,DreamWorks,10/1/2006,201.9,2.4,4.4,3.2
Flags of Our Fathers,Drama,"$33,602,376 ",2006,DreamWorks,10/1/2006,201.9,2.4,4.4,3.2
Flags of Our Fathers,Adventure,"$33,602,376 ",2006,DreamWorks,10/1/2006,201.9,2.4,4.4,3.2
Flash of Genius,Biography,"$4,442,377 ",2008,Universal Pictures,10/1/2008,216.995,3.54,6.5,5.2
Flash of Genius,Drama,"$4,442,377 ",2008,Universal Pictures,10/1/2008,216.995,3.54,6.5,5.2
Flicka,Drama,"$21,000,147 ",2006,Twentieth Century Fox,10/1/2006,201.9,2.4,4.4,3.2
Flicka,Sci-Fi,"$21,000,147 ",2006,Twentieth Century Fox,10/1/2006,201.9,2.4,4.4,3.2
Flight of the Phoenix,Action,"$21,009,180 ",2004,Twentieth Century Fox,12/1/2004,191.7,1.9,5.4,6.6
Flight of the Phoenix,Drama,"$21,009,180 ",2004,Twentieth Century Fox,12/1/2004,191.7,1.9,5.4,6.6
Flight of the Phoenix,Adventure,"$21,009,180 ",2004,Twentieth Century Fox,12/1/2004,191.7,1.9,5.4,6.6
Flightplan,Drama,"$89,707,299 ",2005,Walt Disney Studios Motion Pictures,9/1/2005,198.8,2.59,5,2.7
Flightplan,Mystery,"$89,707,299 ",2005,Walt Disney Studios Motion Pictures,9/1/2005,198.8,2.59,5,2.7
Flushed Away,Action,"$64,665,672 ",2006,DreamWorks,11/1/2006,202,2.38,4.5,3.6
Flushed Away,Animation,"$64,665,672 ",2006,DreamWorks,11/1/2006,202,2.38,4.5,3.6
Flushed Away,Adventure,"$64,665,672 ",2006,DreamWorks,11/1/2006,202,2.38,4.5,3.6
Fly Me to the Moon 3D,Adventure,"$13,816,982 ",2008,Summit Entertainment,8/1/2008,218.69,4.22,6.1,3.5
Fly Me to the Moon 3D,Family,"$13,816,982 ",2008,Summit Entertainment,8/1/2008,218.69,4.22,6.1,3.5
Fly Me to the Moon 3D,Animation,"$13,816,982 ",2008,Summit Entertainment,8/1/2008,218.69,4.22,6.1,3.5
Flyboys,Action,"$13,090,630 ",2006,Metro-Goldwyn-Mayer (MGM),9/1/2006,202.8,2.53,4.5,3.2
Flyboys,Drama,"$13,090,630 ",2006,Metro-Goldwyn-Mayer (MGM),9/1/2006,202.8,2.53,4.5,3.2
"Food, Inc.",Documentary,"$4,417,674 ",2009,Magnolia Pictures,6/1/2009,214.79,2.45,9.5,6.2
"Food, Inc.",News,"$4,417,674 ",2009,Magnolia Pictures,6/1/2009,214.79,2.45,9.5,6.2
Fool's Gold,Comedy,"$70,231,041 ",2008,Warner Bros.,2/1/2008,212.687,3.34,4.9,3.6
For Your Consideration,Comedy,"$5,549,923 ",2006,Warner Independent Pictures (WIP),11/1/2006,202,2.38,4.5,3.6
Forgetting Sarah Marshall,Comedy,"$63,172,463 ",2008,Universal Pictures,4/1/2008,213.942,3.88,5,2.9
Forgetting Sarah Marshall,Drama,"$63,172,463 ",2008,Universal Pictures,4/1/2008,213.942,3.88,5,2.9
Formula 51,Action,"$5,204,007 ",2002,Screen Gems,10/1/2002,181.2,1.2,5.7,5.8
Formula 51,Crime,"$5,204,007 ",2002,Screen Gems,10/1/2002,181.2,1.2,5.7,5.8
Formula 51,Comedy,"$5,204,007 ",2002,Screen Gems,10/1/2002,181.2,1.2,5.7,5.8
Four Brothers,Action,"$74,494,381 ",2005,Paramount Pictures,8/1/2005,196.1,2.28,4.9,2.6
Four Brothers,Crime,"$74,494,381 ",2005,Paramount Pictures,8/1/2005,196.1,2.28,4.9,2.6
Four Christmases,Comedy,"$120,146,040 ",2008,Warner Bros.,11/1/2008,213.153,3,6.8,6.3
Four Christmases,Drama,"$120,146,040 ",2008,Warner Bros.,11/1/2008,213.153,3,6.8,6.3
Fracture,Crime,"$39,015,018 ",2007,New Line Cinema,4/1/2007,205.904,2.56,4.5,3.8
Fracture,Drama,"$39,015,018 ",2007,New Line Cinema,4/1/2007,205.904,2.56,4.5,3.8
Frailty,Crime,"$13,110,448 ",2002,Lionsgate,4/1/2002,179.3,1.16,5.9,5.5
Frailty,Drama,"$13,110,448 ",2002,Lionsgate,4/1/2002,179.3,1.16,5.9,5.5
Freaky Friday,Comedy,"$110,230,332 ",2003,Walt Disney Studios Motion Pictures,8/1/2003,184.5,1.28,6.1,5.9
Freaky Friday,Family,"$110,230,332 ",2003,Walt Disney Studios Motion Pictures,8/1/2003,184.5,1.28,6.1,5.9
Fred Claus,Comedy,"$72,006,777 ",2007,Warner Bros.,11/1/2007,210.834,3.17,4.7,2.8
Fred Claus,Family,"$72,006,777 ",2007,Warner Bros.,11/1/2007,210.834,3.17,4.7,2.8
Freddy Got Fingered,Comedy,"$14,254,993 ",2001,Twentieth Century Fox,4/1/2001,176.4,1.37,4.4,5.1
Freddy vs. Jason,Action,"$82,622,655 ",2003,New Line Cinema,8/1/2003,184.5,1.28,6.1,5.9
Freddy vs. Jason,Horror,"$82,622,655 ",2003,New Line Cinema,8/1/2003,184.5,1.28,6.1,5.9
Freedom Writers,Biography,"$36,605,602 ",2007,Paramount Pictures,1/1/2007,203.437,2.37,4.6,3.2
Freedom Writers,Crime,"$36,605,602 ",2007,Paramount Pictures,1/1/2007,203.437,2.37,4.6,3.2
Freedomland,Crime,"$12,512,886 ",2006,Revolution Studios,2/1/2006,199.4,2.42,4.8,3.9
Freedomland,Drama,"$12,512,886 ",2006,Revolution Studios,2/1/2006,199.4,2.42,4.8,3.9
Frida,Biography,"$25,885,000 ",2002,Miramax,10/1/2002,181.2,1.2,5.7,5.8
Frida,Drama,"$25,885,000 ",2002,Miramax,10/1/2002,181.2,1.2,5.7,5.8
Friday After Next,Comedy,"$33,253,609 ",2002,New Line Cinema,11/1/2002,181.5,1.22,5.9,5.8
Friday After Next,Drama,"$33,253,609 ",2002,New Line Cinema,11/1/2002,181.5,1.22,5.9,5.8
Friday Night Lights,Action,"$61,255,921 ",2004,Universal Pictures,10/1/2004,190.8,1.88,5.5,4.3
Friday Night Lights,Drama,"$61,255,921 ",2004,Universal Pictures,10/1/2004,190.8,1.88,5.5,4.3
Friday the 13th,Horror,"$65,002,019 ",2009,Warner Bros.,2/1/2009,212.705,2.45,8.3,5.6
Friday the 13th,Mystery,"$65,002,019 ",2009,Warner Bros.,2/1/2009,212.705,2.45,8.3,5.6
Friends with Money,Comedy,"$13,368,437 ",2006,Sony Pictures Classics,4/1/2006,200.7,2.53,4.7,3.8
Friends with Money,Drama,"$13,368,437 ",2006,Sony Pictures Classics,4/1/2006,200.7,2.53,4.7,3.8
From Hell,Horror,"$31,602,566 ",2001,Twentieth Century Fox,10/1/2001,177.6,1.23,5.3,3.1
From Hell,Mystery,"$31,602,566 ",2001,Twentieth Century Fox,10/1/2001,177.6,1.23,5.3,3.1
From Justin to Kelly,Comedy,"$4,928,883 ",2003,Twentieth Century Fox,6/1/2003,183.1,1.31,6.3,5.3
From Justin to Kelly,Musical,"$4,928,883 ",2003,Twentieth Century Fox,6/1/2003,183.1,1.31,6.3,5.3
Frost/Nixon,Biography,"$18,622,031 ",2008,Universal Pictures,12/1/2008,211.398,2.64,7.3,6.2
Frost/Nixon,Drama,"$18,622,031 ",2008,Universal Pictures,12/1/2008,211.398,2.64,7.3,6.2
Fun with Dick and Jane,Comedy,"$110,332,737 ",2005,Sony Pictures Entertainment (SPE),12/1/2005,198.1,2.41,4.9,3.1
Fun with Dick and Jane,Crime,"$110,332,737 ",2005,Sony Pictures Entertainment (SPE),12/1/2005,198.1,2.41,4.9,3.1
Funny People,Comedy,"$51,855,045 ",2009,Universal Pictures,7/1/2009,214.726,2.45,9.5,5.5
Funny People,Drama,"$51,855,045 ",2009,Universal Pictures,7/1/2009,214.726,2.45,9.5,5.5
G.I. Joe: The Rise of Cobra,Action,"$150,201,498 ",2009,Paramount Pictures,8/1/2009,215.445,2.56,9.6,4.5
G.I. Joe: The Rise of Cobra,Sci-Fi,"$150,201,498 ",2009,Paramount Pictures,8/1/2009,215.445,2.56,9.6,4.5
G.I. Joe: The Rise of Cobra,Adventure,"$150,201,498 ",2009,Paramount Pictures,8/1/2009,215.445,2.56,9.6,4.5
Gabriela,Drama,"$2,335,352 ",2001,-,3/1/2001,176.1,1.39,4.3,5.3
Gabriela,Romance,"$2,335,352 ",2001,-,3/1/2001,176.1,1.39,4.3,5.3
Galapagos,Documentary,"$18,630,372 ",2001,IMAX,10/1/2001,177.6,1.23,5.3,3.1
Gamer,Comedy,"$20,534,907 ",2009,Lionsgate,9/1/2009,215.861,2.55,9.8,5.6
Gamer,Sci-Fi,"$20,534,907 ",2009,Lionsgate,9/1/2009,215.861,2.55,9.8,5.6
Gangs of New York,Crime,"$77,812,000 ",2002,Miramax,12/1/2002,181.8,1.27,6,5.4
Gangs of New York,Drama,"$77,812,000 ",2002,Miramax,12/1/2002,181.8,1.27,6,5.4
Garden State,Comedy,"$26,782,316 ",2004,Fox Searchlight Pictures,7/1/2004,189.1,1.54,5.5,5
Garden State,Drama,"$26,782,316 ",2004,Fox Searchlight Pictures,7/1/2004,189.1,1.54,5.5,5
Garfield,Adventure,"$75,369,589 ",2004,Twentieth Century Fox,6/1/2004,188.9,1.54,5.6,5.6
Garfield,Comedy,"$75,369,589 ",2004,Twentieth Century Fox,6/1/2004,188.9,1.54,5.6,5.6
Garfield,Animation,"$75,369,589 ",2004,Twentieth Century Fox,6/1/2004,188.9,1.54,5.6,5.6
Garfield: A Tail of Two Kitties,Adventure,"$28,426,747 ",2006,Twentieth Century Fox,6/1/2006,201.8,2.57,4.6,3.7
Garfield: A Tail of Two Kitties,Comedy,"$28,426,747 ",2006,Twentieth Century Fox,6/1/2006,201.8,2.57,4.6,3.7
Garfield: A Tail of Two Kitties,Animation,"$28,426,747 ",2006,Twentieth Century Fox,6/1/2006,201.8,2.57,4.6,3.7
Georgia Rule,Comedy,"$19,103,072 ",2007,Universal Pictures,5/1/2007,206.755,2.57,4.4,3.6
Georgia Rule,Drama,"$19,103,072 ",2007,Universal Pictures,5/1/2007,206.755,2.57,4.4,3.6
Get Over It,Comedy,"$11,576,464 ",2001,Miramax,3/1/2001,176.1,1.39,4.3,5.3
Get Over It,Romance,"$11,576,464 ",2001,Miramax,3/1/2001,176.1,1.39,4.3,5.3
Get Rich or Die Tryin',Biography,"$30,985,352 ",2005,Paramount Pictures,11/1/2005,198.1,2.46,5,3.2
Get Rich or Die Tryin',Crime,"$30,985,352 ",2005,Paramount Pictures,11/1/2005,198.1,2.46,5,3.2
Get Smart,Action,"$130,319,208 ",2008,Warner Bros.,6/1/2008,217.463,4.59,5.6,5.1
Get Smart,Comedy,"$130,319,208 ",2008,Warner Bros.,6/1/2008,217.463,4.59,5.6,5.1
Get Smart,Adventure,"$130,319,208 ",2008,Warner Bros.,6/1/2008,217.463,4.59,5.6,5.1
G-Force,Action,"$119,436,770 ",2009,Walt Disney Studios Motion Pictures,7/1/2009,214.726,2.45,9.5,5.5
G-Force,Animation,"$119,436,770 ",2009,Walt Disney Studios Motion Pictures,7/1/2009,214.726,2.45,9.5,5.5
G-Force,Adventure,"$119,436,770 ",2009,Walt Disney Studios Motion Pictures,7/1/2009,214.726,2.45,9.5,5.5
Ghost Rider,Action,"$115,802,596 ",2007,Sony Pictures Entertainment (SPE),2/1/2007,204.226,2.43,4.5,3.6
Ghost Rider,Fantasy,"$115,802,596 ",2007,Sony Pictures Entertainment (SPE),2/1/2007,204.226,2.43,4.5,3.6
Ghost Ship,Horror,"$30,113,491 ",2002,Warner Bros.,10/1/2002,181.2,1.2,5.7,5.8
Ghost Town,Comedy,"$13,367,624 ",2008,DreamWorks,9/1/2008,218.877,3.95,6.1,4.3
Ghost Town,Drama,"$13,367,624 ",2008,DreamWorks,9/1/2008,218.877,3.95,6.1,4.3
Ghost World,Comedy,"$6,217,849 ",2001,Metro-Goldwyn-Mayer (MGM),7/1/2001,177.4,1.26,4.6,5.6
Ghost World,Drama,"$6,217,849 ",2001,Metro-Goldwyn-Mayer (MGM),7/1/2001,177.4,1.26,4.6,5.6
Ghosts of Girlfriends Past,Comedy,"$55,250,026 ",2009,Warner Bros.,5/1/2009,213.022,2.34,9.4,7.9
Ghosts of Girlfriends Past,Fantasy,"$55,250,026 ",2009,Warner Bros.,5/1/2009,213.022,2.34,9.4,7.9
Ghosts of Mars,Action,"$8,709,640 ",2001,Screen Gems,8/1/2001,177.4,1.24,4.9,6.6
Ghosts of Mars,Horror,"$8,709,640 ",2001,Screen Gems,8/1/2001,177.4,1.24,4.9,6.6
Ghosts of the Abyss,Documentary,"$17,040,871 ",2003,Walt Disney Studios Motion Pictures,4/1/2003,183.2,1.49,6,5.1
Ghosts of the Abyss,Family,"$17,040,871 ",2003,Walt Disney Studios Motion Pictures,4/1/2003,183.2,1.49,6,5.1
Gigli,Comedy,"$6,087,542 ",2003,Revolution Studios,8/1/2003,184.5,1.28,6.1,5.9
Gigli,Crime,"$6,087,542 ",2003,Revolution Studios,8/1/2003,184.5,1.28,6.1,5.9
Girl with a Pearl Earring,Biography,"$11,670,971 ",2004,Lionsgate,12/1/2004,191.7,1.9,5.4,6.6
Girl with a Pearl Earring,Drama,"$11,670,971 ",2004,Lionsgate,12/1/2004,191.7,1.9,5.4,6.6
Glitter,Drama,"$4,274,407 ",2001,Twentieth Century Fox,9/1/2001,178.1,1.29,5,7
Glitter,Music,"$4,274,407 ",2001,Twentieth Century Fox,9/1/2001,178.1,1.29,5,7
Glory Road,Biography,"$42,647,449 ",2006,Walt Disney Studios Motion Pictures,1/1/2006,199.3,2.42,4.7,3.7
Glory Road,Drama,"$42,647,449 ",2006,Walt Disney Studios Motion Pictures,1/1/2006,199.3,2.42,4.7,3.7
Gods and Generals,Biography,"$12,882,934 ",2003,Warner Bros.,2/1/2003,183.6,1.64,5.9,5.3
Gods and Generals,Drama,"$12,882,934 ",2003,Warner Bros.,2/1/2003,183.6,1.64,5.9,5.3
Godsend,Action,"$14,379,751 ",2004,Lionsgate,4/1/2004,187.4,1.52,5.6,5.1
Godsend,Drama,"$14,379,751 ",2004,Lionsgate,4/1/2004,187.4,1.52,5.6,5.1
Gone Baby Gone,Crime,"$20,300,218 ",2007,Miramax,10/1/2007,209.19,2.81,4.7,3
Gone Baby Gone,Drama,"$20,300,218 ",2007,Miramax,10/1/2007,209.19,2.81,4.7,3
Good Boy,Comedy,"$37,667,746 ",2003,Metro-Goldwyn-Mayer (MGM),10/1/2003,184.9,1.3,6,5.3
Good Boy,Drama,"$37,667,746 ",2003,Metro-Goldwyn-Mayer (MGM),10/1/2003,184.9,1.3,6,5.3
Good Bye Lenin!,Comedy,"$4,064,200 ",2004,Sony Pictures Classics,2/1/2004,186.7,1.56,5.6,4.9
Good Bye Lenin!,Drama,"$4,064,200 ",2004,Sony Pictures Classics,2/1/2004,186.7,1.56,5.6,4.9
Good Hair,Comedy,"$4,157,223 ",2009,Roadside Attractions,10/1/2009,216.509,2.6,10,5.2
Good Hair,Documentary,"$4,157,223 ",2009,Roadside Attractions,10/1/2009,216.509,2.6,10,5.2
Good Luck Chuck,Comedy,"$35,017,297 ",2007,Lionsgate,9/1/2007,208.547,2.71,4.7,3.1
Good Luck Chuck,Romance,"$35,017,297 ",2007,Lionsgate,9/1/2007,208.547,2.71,4.7,3.1
"Good Night, and Good Luck.",Biography,"$31,558,003 ",2005,Warner Independent Pictures (WIP),10/1/2005,199.1,2.63,5,2.9
"Good Night, and Good Luck.",Drama,"$31,558,003 ",2005,Warner Independent Pictures (WIP),10/1/2005,199.1,2.63,5,2.9
Gosford Park,Comedy,"$41,308,615 ",2002,USA Films,12/1/2002,181.8,1.27,6,5.4
Gosford Park,Drama,"$41,308,615 ",2002,USA Films,12/1/2002,181.8,1.27,6,5.4
Gothika,Horror,"$59,694,580 ",2003,Warner Bros.,11/1/2003,185,1.33,5.8,5.3
Gothika,Mystery,"$59,694,580 ",2003,Warner Bros.,11/1/2003,185,1.33,5.8,5.3
Gran Torino,Drama,"$148,095,302 ",2008,Warner Bros.,12/1/2008,211.398,2.64,7.3,6.2
Grandma's Boy,Comedy,"$6,090,172 ",2006,Twentieth Century Fox,1/1/2006,199.3,2.42,4.7,3.7
Gridiron Gang,Biography,"$38,432,823 ",2006,Sony Pictures Entertainment (SPE),9/1/2006,202.8,2.53,4.5,3.2
Gridiron Gang,Crime,"$38,432,823 ",2006,Sony Pictures Entertainment (SPE),9/1/2006,202.8,2.53,4.5,3.2
Grind,Adventure,"$5,123,696 ",2003,Warner Bros.,8/1/2003,184.5,1.28,6.1,5.9
Grind,Sport,"$5,123,696 ",2003,Warner Bros.,8/1/2003,184.5,1.28,6.1,5.9
Grind,Comedy,"$5,123,696 ",2003,Warner Bros.,8/1/2003,184.5,1.28,6.1,5.9
Grindhouse,Horror,"$25,037,897 ",2007,-,4/1/2007,205.904,2.56,4.5,3.8
Grizzly Man,Biography,"$3,178,403 ",2005,Lionsgate,8/1/2005,196.1,2.28,4.9,2.6
Grizzly Man,Documentary,"$3,178,403 ",2005,Lionsgate,8/1/2005,196.1,2.28,4.9,2.6
Guess Who,Comedy,"$68,915,888 ",2005,Sony Pictures Entertainment (SPE),3/1/2005,193.1,2.08,5.2,3.1
Guess Who,Romance,"$68,915,888 ",2005,Sony Pictures Entertainment (SPE),3/1/2005,193.1,2.08,5.2,3.1
Hairspray,Comedy,"$118,871,849 ",2007,New Line Cinema,7/1/2007,207.603,2.62,4.7,3.4
Hairspray,Drama,"$118,871,849 ",2007,New Line Cinema,7/1/2007,207.603,2.62,4.7,3.4
Half Past Dead,Action,"$15,567,860 ",2002,Sony Pictures Entertainment (SPE),11/1/2002,181.5,1.22,5.9,5.8
Half Past Dead,Crime,"$15,567,860 ",2002,Sony Pictures Entertainment (SPE),11/1/2002,181.5,1.22,5.9,5.8
